year,state_county,yrly_new_props,cur_props,.dec_2000_total_occupied,.dec_2000_total_renter_occupied,.dec_2000_total_vacant,.dec_2000_total_pop_occupied,.dec_2000_total_pop_renter_occupied,.dec_2000_total_pop,.dec_2000_avg_household_size,.dec_2000_median_age,.dec_2000_median_income,.acs_2010_total_pop,.acs_2010_total_pop_occupied,.acs_2010_total_pop_renter_occupied,.acs_2010_total_vacant,.acs_2010_median_income,.acs_2010_median_age,.acs_2020_total_pop,.acs_2020_total_pop_occupied,.acs_2020_total_pop_renter_occupied,.acs_2020_total_vacant,.acs_2020_median_income,.acs_2020_median_age
2001,31153,0,1,43426,33464,1555,121294,689,122595,2.79,31.5,59723,152180,114032,20831,3175,33642,40,183956,133314,32832,2785,40315,40.2
2001,31177,0,0,6940,3502,468,18230,4,18780,2.63,37.1,56429,20148,16133,1984,794,30476,45.3,20546,16346,2521,333,39876,44.5
2001,32003,1,37,512253,523870,47546,1356350,22754,1375765,2.65,34.4,50485,1895521,1094497,464602,117139,29440,40,2228866,1224558,720456,103439,31581,40.9
2001,32005,0,1,16401,10659,2605,41023,179,41259,2.5,41.7,57092,47042,34942,7550,4240,30686,46.7,48486,35629,9740,3499,35337,47.3
2001,32029,0,1,1462,617,134,3395,9,3399,2.32,44.5,57095,4016,3433,456,193,35452,50.4,4086,3841,67,265,35106,48.3
2001,32031,0,4,132084,126345,11824,334076,5198,339486,2.53,35.6,54283,412844,248131,90383,20919,28460,41.6,464182,271472,131667,15285,34681,41
2001,33011,2,4,144455,110982,5506,373172,3542,380841,2.58,35.9,62363,399555,282935,71010,11483,32725,42.9,415305,284337,85347,9358,39329,43.8
2001,33015,0,1,104529,53095,8494,274950,969,277359,2.63,37.2,66345,294638,241718,32606,10688,35264,44.6,308211,249698,41510,10716,43643,46.3
2001,34003,1,14,330817,245848,9003,872769,41441,884118,2.64,39.1,78079,896482,635091,200756,17248,39918,44.5,931275,630758,239292,17038,47192,45.8
2001,34005,0,7,154371,78203,6940,409222,3479,423394,2.65,37.1,67481,447861,354737,52680,9098,36753,44.2,446301,336261,71066,11760,42937,44.7
2001,34007,1,16,185744,127689,13935,498526,5333,508932,2.68,35.8,57429,513574,370259,98305,13765,29819,42.4,506721,347520,115836,15587,35001,42.7
2001,34013,0,3,283736,383649,17275,770844,9636,793633,2.72,34.7,54818,780872,390607,291025,34312,29002,41.8,798698,381649,333489,27705,33678,43.3
2001,34015,0,2,90717,40716,4337,249472,662,254673,2.75,36.1,62482,285223,234497,29768,5705,33447,42.9,291745,236399,36667,7569,41212,43.7
2001,34017,1,8,230546,400998,10072,599525,32809,608975,2.6,33.6,44053,622123,224907,310893,27118,29283,37.5,671923,224750,364740,23272,38332,38.2
2001,34021,0,5,125807,98143,7473,329669,4482,350761,2.62,36,68494,364445,244408,73307,13164,31744,42.5,368085,230755,91345,13675,37223,43.7
2001,34023,2,15,265815,221363,7822,729342,41488,750162,2.74,35.7,70749,798882,535335,168360,15097,35875,41.7,825015,520394,217990,14679,42029,43.5
2001,34025,2,9,224236,125877,16648,605265,4955,615301,2.7,37.7,76823,628112,492696,90767,23991,36494,44.7,620821,477899,105806,23853,45851,46.2
2001,34027,1,8,169711,90009,4668,461026,8576,470212,2.72,37.8,89773,489811,385839,67332,9691,42840,44.6,492715,373626,84636,10264,52118,46.1
2001,34029,4,7,200402,87028,48309,503025,1554,510916,2.51,41,56420,569374,453000,77431,53397,29621,43.6,602018,463737,100575,55319,35406,44.7
2001,34031,1,1,163856,206108,6192,479073,6990,489049,2.92,34.8,56054,496204,279615,172714,13795,26696,41.5,502763,259610,203782,8535,32830,42.8
2001,34035,0,3,108984,58635,3039,292981,5404,297490,2.69,37.2,90605,319347,257498,42977,7813,44455,44.1,330151,252294,56836,7369,50608,45.8
2001,34039,0,8,186124,180230,6821,514733,6110,522541,2.77,36.6,65234,529547,337564,144291,13860,31221,42.3,555208,334789,178307,10961,37853,43.3
2001,34041,0,0,38660,23061,2497,100971,378,102437,2.61,37.6,66223,108982,83374,17109,3296,34371,44.6,105730,79500,19076,3226,39852,45.8
2001,35001,0,12,220936,178429,18138,546051,3608,556678,2.47,35,46613,646881,426810,129093,21270,25949,40.8,679037,440480,163513,22583,29656,40.3
2001,35043,0,1,31411,13090,3455,89213,130,89908,2.84,35.1,48984,124263,99140,15543,5454,28135,43.1,144954,115033,21772,4925,31185,43.3
2001,35049,0,1,52482,35313,5219,126916,409,129292,2.42,37.9,50000,141702,100785,22887,9383,27006,45,150319,107673,32042,10344,32407,46.4
2001,36005,3,8,463212,1029161,27447,1285415,27869,1332650,2.78,31.2,30682,1365725,284362,890784,37201,19578,40,1427056,291972,983584,23299,23541,40.2
2001,36027,0,0,99536,68981,6567,261987,2210,280150,2.63,36.7,63254,296152,205246,48460,9994,31395,44,293524,198002,59744,11066,37404,44.9
2001,36029,1,6,380873,273372,34995,919474,6451,950265,2.41,38,49490,921202,627011,181643,42352,25425,42.7,918873,610441,208843,36798,33179,42.1
2001,36047,0,7,880727,1701556,50139,2426027,108470,2465326,2.75,33.1,36188,2466782,832535,1381650,82491,25016,39.7,2576771,854168,1468289,83346,33183,39.4
2001,36055,0,2,286512,211556,17876,708834,6644,735343,2.47,36.1,55900,741274,500953,137204,27598,26293,42.3,743084,477000,171567,23895,32599,42.1
2001,36059,3,12,447387,222789,10764,1312886,10275,1334544,2.93,38.5,81246,1329083,1096634,157080,23888,38218,44.9,1355683,1103493,191166,23271,47254,45.6
2001,36061,0,1,738644,1198295,59500,1477358,115988,1537195,2,35.7,50229,1583345,333096,981036,106809,38031,37.8,1629153,372732,991946,126108,52409,38.2
2001,36063,0,1,87846,54717,7869,215628,488,219846,2.45,38.2,47817,216064,157307,39748,10534,24561,43.2,210145,154518,41392,10517,31684,43.2
2001,36067,0,1,181153,135381,15480,444830,4359,458336,2.46,36.3,51876,463704,314347,84266,18329,26229,42.9,461591,301476,104834,21719,33563,42.7
2001,36071,0,1,114788,99840,7966,327675,1314,341367,2.85,34.7,60355,370201,255288,70780,11183,30652,42.4,382077,259303,90759,13836,36265,43.6
2001,36081,0,2,782664,1200066,34586,2202506,205266,2229379,2.81,35.4,48608,2199169,1053838,929160,58046,27346,40.7,2270976,1063995,1035625,81428,33537,41.9
2001,36085,0,2,156341,135906,7652,434542,7284,443728,2.78,35.9,64333,463450,332887,99141,11628,34476,42.4,475596,340498,110263,13723,40536,43.5
2001,36087,1,4,92675,73656,2298,279104,3617,286753,3.01,36.2,78806,305461,208516,70080,4976,35210,44.1,325213,210018,87690,5454,40158,44.4
2001,36103,0,23,469299,241868,53024,1390791,8200,1419369,2.96,36.5,72112,1482548,1212481,178480,69395,35502,43.3,1481364,1214246,196898,81137,43018,45.2
2001,36111,0,3,67499,47150,10157,166455,785,177749,2.47,38.2,51708,182782,123440,31009,12316,27587,44.7,178371,118515,37825,15284,32345,45.4
2001,36119,0,6,337142,332492,12303,899806,16703,923459,2.67,37.6,79881,939406,590888,251134,22703,37517,44.4,968738,597811,286653,22830,44184,45.2
2001,37001,0,2,51584,37131,3879,127049,479,130800,2.46,36.3,46479,147072,97732,26929,6170,23020,41.8,166144,109756,38859,6263,28904,43.4
2001,37025,0,8,49519,31332,3329,128894,320,131063,2.6,35.4,53692,169990,124029,28143,5750,27500,41.4,211605,153256,40058,8259,34297,42.3
2001,37037,0,0,19741,11138,1617,48726,72,49329,2.47,38.8,50909,61426,48220,8024,2849,26194,44.6,72853,55770,12999,3123,34183,47.1
2001,37063,0,5,89015,93949,6437,213504,3934,223314,2.4,32.2,53223,258578,137066,63196,12190,27040,38.4,317665,173418,84629,9071,35085,39.3
2001,37067,0,4,123851,96784,9242,296118,1196,306067,2.39,36,52032,342989,220352,76229,17541,25968,41.8,378499,236887,98071,17875,30044,42.6
2001,37071,0,3,73936,56586,4906,187274,661,190365,2.53,36.2,46271,202642,139297,40266,10173,22272,42.1,222119,145976,54243,8611,28258,42.7
2001,37077,0,2,16654,10516,1242,43007,52,48498,2.58,36.2,46013,58071,40457,9576,2420,23697,42.4,59823,42519,10309,3020,29384,45
2001,37081,0,7,168667,142209,11724,407071,4125,421048,2.41,34.9,52638,475786,295639,111249,23816,25595,41,532956,312987,145997,21831,30173,42
2001,37097,0,0,47360,28771,4558,121077,751,122660,2.56,36.5,49078,154632,115841,22625,8856,25153,42.3,178853,128496,34567,7245,31174,43.8
2001,37101,0,5,46595,31687,3601,120248,95,121965,2.58,34.2,48599,160675,114925,31238,6338,26503,41.1,203308,150283,39102,6243,30833,42.8
2001,37119,0,25,273416,236341,19364,680042,7350,695454,2.49,33.1,60608,882761,559964,171682,35768,30229,39,1095170,638003,309586,33652,36443,39.8
2001,37135,0,2,45863,40589,3426,108284,2207,118227,2.36,30.4,59874,129562,78038,22170,4826,25600,41.2,146354,89695,27887,5771,33000,41.4
2001,37151,0,2,50659,29557,3763,129109,328,130454,2.55,36.2,44369,140034,102854,23021,5585,21849,43.2,143460,102750,28114,5880,26394,45.2
2001,37159,0,1,49940,32133,4040,125644,389,130340,2.52,36.4,44242,136880,93992,26808,6753,22749,42.5,140978,96774,30599,7915,27075,43.3
2001,37179,0,3,43390,24293,2305,122011,133,123677,2.81,34,56197,190346,153737,21971,4430,30099,42,235767,190766,30407,4756,35468,44.4
2001,37183,0,12,242040,184629,16913,608654,7158,627846,2.51,32.9,67149,850546,572576,150229,29792,32996,40,1091662,711185,232628,31168,41189,41.6
2001,39017,1,5,123082,81757,6711,321560,1359,332807,2.61,34.2,57513,363465,253374,57861,12517,26516,41.6,382129,259996,78232,11853,33170,41.9
2001,39023,0,1,56648,38332,4408,140825,221,144742,2.49,37.6,48259,139374,95796,26399,6429,22945,43.5,134409,87232,29086,6421,27601,43.3
2001,39025,0,1,66013,37870,3213,176512,406,177977,2.67,34.8,57032,195312,152908,25754,6872,29226,42.5,205616,153494,35832,4291,34322,43.2
2001,39035,0,14,571457,439286,45446,1363800,9753,1393978,2.39,37.3,49559,1293825,831487,284034,83693,24664,43.1,1241475,740584,343981,69908,30820,42.3
2001,39041,0,2,39674,16871,2700,107262,270,109989,2.7,35.3,76453,166108,139360,12973,3134,41466,42.2,205454,170753,21902,3211,48557,43.7
2001,39045,0,2,45425,24895,2497,120168,127,122759,2.65,36.2,55539,143949,109830,17147,3965,28076,42.6,156204,118302,24994,4496,34680,43.2
2001,39049,0,25,438778,406621,32238,1046872,16871,1068978,2.39,32.5,53905,1141117,661414,277668,65782,27516,39,1304715,710340,391091,40241,34256,38.4
2001,39055,0,1,31630,9487,1175,89848,25,90895,2.84,38.7,67427,93604,81132,7156,1980,30912,46.6,93657,81737,8731,1977,37102,47
2001,39057,0,0,55312,38592,2912,140105,1175,147886,2.53,35.6,57954,159940,106981,26850,5417,26514,41.5,167867,108962,34166,4881,33592,41
2001,39061,0,9,346790,281451,26603,826329,6225,845303,2.38,35.5,53449,802194,510736,170545,51050,26430,41.7,815790,495242,210015,35512,32732,40.3
2001,39085,0,3,89700,42828,3787,224611,643,227511,2.5,38.6,57134,229418,180117,30677,6135,28641,44.3,229755,171164,40474,6678,34177,44.5
2001,39089,0,0,55609,32269,3151,142236,216,145491,2.56,36.6,51969,163708,121532,22865,5829,26635,42.8,175409,126576,33222,6568,32311,43
2001,39093,0,0,105836,64901,5532,276180,380,284664,2.61,36.5,52856,299605,219504,44445,11067,25831,43.4,309134,220802,58061,10315,30877,44.1
2001,39097,0,2,13672,9265,727,35787,57,40213,2.62,35.8,50520,42844,27348,6549,1100,25213,42.6,44248,28825,7460,1126,32923,44.3
2001,39109,0,2,38437,24715,2117,97469,281,98868,2.54,37.7,51169,102315,73581,17877,2729,26159,43.9,106074,77518,20215,3134,31362,43.4
2001,39129,0,1,17599,11078,997,46230,25,52727,2.63,36,49259,55128,37522,8596,1920,25192,42,58112,39909,10226,1731,31254,42.2
2001,39153,0,2,217788,138879,13092,533755,2773,542899,2.45,37.2,52200,543150,387065,109615,21192,26167,42.9,540810,363525,125081,19442,31608,43
2001,39159,0,0,14346,7741,871,38728,41,40909,2.7,34.5,58384,50708,38497,6110,1303,32574,42.2,57871,44875,6264,1083,41298,43.1
2001,39165,0,1,55966,27396,2726,151999,429,158383,2.72,35.2,64692,207790,163934,21666,4735,33801,42.4,232540,181389,29385,4291,40957,44.3
2001,40017,0,0,31484,16506,2485,85227,137,87697,2.71,35.4,51180,109814,83263,13100,3931,30314,41.6,144610,107114,24922,3288,35460,40.4
2001,40027,0,1,79186,56836,5658,198529,2471,208016,2.51,32.2,51257,246831,165099,36286,8994,25650,38.4,282189,178017,57102,7939,33081,39.3
2001,40031,0,0,39808,41819,5608,104676,671,114996,2.63,30.1,39214,119902,63313,24685,5727,22224,37.6,121374,60120,31474,8424,26979,36.1
2001,40083,0,0,12389,6502,1517,31847,23,33924,2.57,36.1,44340,39777,30054,5101,2139,21928,43,47401,38141,5343,1867,31545,42.8
2001,40109,1,6,266834,243006,28186,643454,7538,660448,2.41,34.2,42797,704023,434294,146544,38166,23961,39.9,792668,470892,203627,35732,31025,39.9
2001,40143,0,1,226892,194420,17061,551211,3555,563299,2.43,34.4,47489,589757,373271,123565,25849,25382,40.7,650291,394171,164338,30432,31597,40.7
2001,41005,0,7,128201,86583,8753,335513,1862,338391,2.62,37.5,60791,370479,270521,62249,11374,31005,44.2,415084,303259,78088,9498,39093,43.7
2001,41047,0,2,101641,100541,6533,274246,1536,284834,2.7,33.7,46202,309894,185170,72259,6857,22656,41.1,343742,204635,101406,7031,29911,40.4
2001,41051,0,17,272098,253679,16463,643798,12147,660486,2.37,34.9,51118,712036,417669,176983,21203,26589,39.2,809869,462737,232465,18886,36198,39.4
2001,41067,0,12,169162,159204,9751,441241,10338,445342,2.61,33,61499,516665,331451,109876,12335,30924,40.4,595761,371711,154117,8992,40223,40.9
2001,41071,0,3,28732,23875,1538,79968,156,84992,2.78,34.1,50336,96930,64927,16482,2338,24429,42.2,106087,71498,22728,1962,30924,41.6
2001,42003,0,5,537150,339035,46496,1241049,10627,1281666,2.31,39.6,49815,1223066,851188,227662,66992,25690,43.3,1218380,814078,259198,56721,35044,42
2001,42017,1,9,218725,103613,6773,588611,4639,597635,2.69,37.7,68727,622859,502755,81970,14699,33555,44.7,627668,504477,87607,10610,41559,46.1
2001,42029,1,3,157905,81017,5868,418757,2829,433501,2.65,36.9,76916,490571,380956,61562,8123,37625,43.8,521980,395433,76250,8764,44738,44.9
2001,42045,1,8,206320,120418,10658,529123,6651,550864,2.56,37.4,61590,556468,406275,93509,16003,30398,43.5,565328,393437,117322,15150,36407,43.4
2001,42077,0,1,121906,81191,7004,301839,2337,312090,2.48,38.3,53147,343946,237797,61453,8086,26335,42.8,367338,235475,90775,6627,31872,42.3
2001,42091,1,6,286098,151096,11336,726840,10676,750097,2.54,38.2,72183,790497,604294,112382,15791,36523,44,827180,609501,143779,17541,43787,44.8
2001,42101,1,8,590071,535584,71887,1462819,28066,1517550,2.48,34.2,37036,1504950,851376,453333,94456,21028,38.7,1581531,844565,528944,75996,27331,37.4
2001,44003,0,1,67320,37423,3045,165219,691,167090,2.45,38.9,57491,167235,130132,25798,4297,31178,43.6,164122,120876,32101,4441,38683,44.3
2001,44007,0,6,239936,252098,13278,595148,9343,621602,2.48,35.4,46694,628413,355077,173974,25389,23939,40.7,636161,358839,198899,25738,31346,40.7
2001,44009,0,0,46907,27606,9909,118301,650,123546,2.52,37.4,64112,126987,96794,14925,12507,31429,44.3,126139,92397,21943,14141,37324,46.8
2001,45013,0,3,45532,33004,14977,114328,244,120937,2.51,35.8,52704,155550,99617,28896,25683,27870,40.3,189732,133279,36802,26828,33253,42.7
2001,45015,0,5,49922,34666,4795,137209,604,142651,2.75,32,44242,169878,115658,31798,9657,25120,39.4,222103,157585,40578,6677,31586,39.6
2001,45019,0,14,123326,108019,17705,298571,1396,309969,2.42,34.5,47139,342434,208375,78327,29310,26159,39.3,407543,253080,102952,28110,36619,39.8
2001,45035,1,5,34709,21463,2528,94324,246,96413,2.72,34.7,50177,129618,94952,19991,4956,28349,41.1,161309,113974,33432,4506,32353,41.9
2001,45045,0,10,149556,106976,13247,368791,1849,379616,2.47,35.5,50332,436437,294120,76896,19867,24426,41,516126,351256,101306,16770,31241,41.4
2001,45051,1,2,81800,51353,40285,194124,388,196629,2.37,38.3,42676,258267,178350,48047,66023,22754,41.8,344186,242099,76176,74135,26499,43.8
2001,45057,0,1,23178,14531,1784,59367,63,61351,2.56,35.9,40955,72302,51701,13790,3292,21958,41.9,95378,71823,14835,3301,30885,43.7
2001,45063,0,1,83240,44299,7738,213131,863,216014,2.56,35.7,52637,252563,185936,38774,9317,28509,42.2,295033,220365,50597,11021,32756,42.5
2001,45079,1,11,120101,103120,9692,292665,2387,320677,2.44,32.6,49466,372597,216269,75801,16000,24864,38.3,414660,233329,97762,19574,28900,37.9
2001,45083,0,2,97735,65239,9251,246352,1030,253791,2.52,36.1,45349,278167,193725,48150,14740,22119,41.8,313791,218421,61726,12937,27305,41.8
2001,45091,0,0,61051,40539,5010,160407,366,164614,2.63,34.9,51815,214916,154342,32305,8199,26976,41.4,273887,197752,50836,6385,33803,42.8
2001,47021,1,4,12878,5565,630,35511,3,35912,2.76,35.3,49143,38809,30671,4720,1227,26741,43.1,40539,30522,7191,1142,31893,42.7
2001,47037,0,14,237405,226301,15572,545726,5487,569891,2.3,34.1,49317,612884,350516,149898,27585,25848,39,690540,377555,202667,30548,34518,37.7
2001,47065,0,6,124444,92155,10248,300106,1220,307896,2.41,37.4,48037,328960,217074,65483,15209,23819,42,364718,235092,85574,15309,30545,41.4
2001,47093,0,0,157872,106073,13567,369168,2175,382032,2.34,36,49182,423748,290777,74526,14621,25236,41.1,466184,305950,102009,18075,30494,40.8
2001,47105,0,1,15944,7906,1333,38653,5,39086,2.42,41,46517,47102,35651,7658,1579,22302,44.4,53169,39913,9773,2426,30449,45.8
2001,47149,0,0,66443,47006,4173,176251,787,182023,2.65,31.2,53553,250517,171746,39493,7164,27378,38.7,324139,212420,73826,6822,33593,39.4
2001,47157,0,28,338366,299876,24588,878475,6013,897472,2.6,32.9,47386,922696,562210,210920,55860,24416,41.3,936611,515279,301626,49419,29815,41.3
2001,47165,0,1,48941,28391,2716,129058,233,130449,2.64,36.1,52125,155592,117370,20109,4568,27008,42.2,187680,138557,32604,4768,32861,43.4
2001,47187,0,4,44725,19027,2280,125647,354,126638,2.81,36.2,78315,174260,146798,14933,3395,39779,44.1,232380,189595,27398,3541,46744,44.1
2001,47189,0,1,32798,14873,2123,87661,113,88809,2.67,36.3,56650,109563,89360,10425,2739,29561,42.7,140604,106405,24273,3519,36286,43.3
2001,48021,0,0,20097,10666,2157,55728,58,57733,2.77,35.4,49456,72289,54676,10995,3109,25699,42.9,86839,66081,14369,4262,30945,43.1
2001,48027,0,1,85507,97119,7275,228837,2119,237974,2.68,29.2,41455,294689,168567,58581,18736,26384,36.6,355700,192309,93229,16363,30065,36.8
2001,48029,1,31,488942,479033,32417,1358420,7491,1392931,2.78,32.1,43724,1650052,1058080,331753,62630,23918,39.3,1978826,1211627,514419,55085,28546,39
2001,48039,0,1,81954,54987,8674,230806,681,241767,2.82,34,55282,300522,222014,37417,12877,31521,40.9,368062,271873,58371,15278,40638,41.3
2001,48041,0,1,55202,68593,3821,139070,4287,152415,2.52,23.6,46530,185426,86697,38996,8310,16811,31.9,226370,104340,59273,10317,25524,34.2
2001,48085,1,18,181970,120852,12922,488343,8033,491675,2.68,32.9,81856,738745,552378,105397,19221,40022,40.9,1006038,695045,209814,22695,48233,43
2001,48113,1,60,807621,970597,46498,2185429,41113,2218899,2.71,31.1,49062,2321014,1306271,628401,99712,25812,39.2,2622634,1394422,885271,81817,32361,39.7
2001,48121,2,16,158903,123803,9166,423826,4962,432976,2.67,31,69292,628084,433975,93929,17801,34047,39.5,861690,589599,169851,17684,42040,41.4
2001,48135,0,0,43846,33330,5654,119412,196,121123,2.72,32,36369,133015,92790,22184,4619,22961,39.2,162067,108028,32410,5553,33976,38.2
2001,48141,0,0,210022,223306,14425,666878,2445,679622,3.18,30,33410,772280,500486,174179,19916,17754,39.7,836915,530416,204099,25405,23665,38.9
2001,48157,0,13,110915,61253,5076,348154,4020,354452,3.14,33.3,69781,541983,435010,65084,11006,35046,42.6,790892,620705,115046,12637,41220,42.8
2001,48167,0,1,94782,75966,16951,246002,1734,250158,2.6,35.9,51435,286326,201861,44627,23541,28521,42.8,337600,231624,68161,23323,35693,42.6
2001,48201,2,90,1205516,1377601,92614,3358444,64587,3400578,2.79,31.2,49004,3950999,2369421,954907,184211,26344,39.4,4680609,2701191,1385612,159470,31975,40
2001,48209,0,2,33410,26882,2233,89950,263,97589,2.69,28.4,56287,146439,97692,19891,4709,25913,38.6,222827,139406,51006,4972,32430,37.9
2001,48325,0,1,12880,7367,1946,37522,36,39304,2.91,34.4,40288,45073,32221,7021,2411,22413,44.5,50869,38880,5662,2725,27020,42.7
2001,48329,0,2,42745,29821,5315,114415,290,116009,2.68,34.1,47269,132103,94843,18908,3975,27036,40.8,171238,118497,32179,4410,40719,38.4
2001,48339,0,7,103296,56090,9474,292077,723,293768,2.83,34.4,58983,427717,325748,54466,16844,30314,42,590188,435254,106852,17880,38454,42.4
2001,48367,0,1,31131,15621,2953,85574,62,88495,2.75,36.5,51530,112158,87329,11877,3835,30070,44.3,138447,109760,18546,4932,33410,44.6
2001,48439,3,38,533864,499159,31966,1423249,19136,1446219,2.67,32.3,54068,1743300,1138765,337474,64038,28809,40.2,2077153,1298033,544306,57935,34639,40.7
2001,48453,3,26,320766,342587,15115,791574,17656,812280,2.47,30.4,58555,979712,538970,229306,36729,29503,37.1,1250884,702460,347283,38594,41776,38.5
2001,48491,1,10,86766,56721,3559,245041,1170,249967,2.82,32.3,66208,391715,277599,61255,9414,34915,39.7,570437,394457,112161,10948,40640,41.1
2001,49035,1,18,295141,231538,15847,884007,6507,898387,3,28.9,54470,1000155,701993,159760,21938,26717,37.1,1146215,801235,219145,21226,35081,38.6
2001,49049,0,1,99937,106426,4378,358991,1567,368536,3.59,23.3,50196,486067,335270,65811,7150,20698,32.7,621506,430661,98348,8189,27125,33.8
2001,51013,1,1,86352,100717,4074,185295,10809,189453,2.15,34,78877,197467,97830,61890,10264,54485,35.7,236434,110100,84130,7644,71423,37.4
2001,51041,0,2,93772,44644,3935,255664,1217,259903,2.73,35.7,65058,308633,241963,38303,7260,35005,42.7,348500,263569,59590,5376,40898,43.6
2001,51059,2,29,350714,262838,8697,959452,38007,969749,2.74,35.9,92146,1048554,760564,176110,22341,48294,42.9,1149439,784144,248373,16496,54708,43.3
2001,51085,0,0,31121,11331,1075,84197,87,86320,2.71,37.4,65809,99172,82734,9624,1665,35239,44.6,106538,86669,13586,2653,40600,45.5
2001,51087,0,5,108121,78132,4449,258488,3622,262300,2.39,36,59298,300053,204087,54646,8907,32675,41.7,330076,216163,78860,7791,38360,42.5
2001,51107,0,8,59900,29958,2260,168748,1357,169599,2.82,33.6,88387,291653,238854,29222,9576,52015,41,405312,320669,58634,3833,62137,42.9
2001,51145,1,1,7258,2117,251,19898,2,22377,2.74,36.8,58142,27758,18705,2223,389,29294,46,29253,24814,1365,699,42834,47.2
2001,51149,0,2,10159,8043,567,28079,76,33047,2.76,32.1,53750,35129,20957,6739,1486,30897,41.9,38292,22094,8501,782,35441,41.8
2001,51153,0,15,94570,73644,3482,278424,2337,280813,2.94,31.9,71622,379415,280841,54425,8999,41181,40.7,466834,342519,87437,6124,45000,41.9
2001,51177,1,3,31308,14794,2021,89841,271,90395,2.87,34.3,62422,120212,94687,16476,3635,35044,42.4,134683,104888,20466,3059,39244,42.9
2001,51179,1,3,30187,16341,1218,90952,263,92446,3.01,33.1,71575,124587,95302,14311,2910,40705,42.4,150185,112987,20805,2112,46500,42.2
2001,51510,0,6,61889,76143,2362,126382,4871,128283,2.04,34.4,67023,133647,59945,47981,7799,49546,37.7,158309,66055,65127,5072,62153,39.4
2001,51550,0,1,69900,45050,2772,195070,676,199184,2.79,34.7,56302,219268,164571,33027,3354,32386,42.4,242647,174373,43245,5183,38651,41.2
2001,51600,0,1,8035,6447,169,20970,1159,21498,2.61,37,78921,22058,15350,3223,146,42202,42.5,23312,15977,4084,268,49924,41.8
2001,51610,0,0,4471,3440,254,10306,355,10377,2.31,39.7,97225,11465,7524,2007,636,56934,46.4,14309,8634,3650,449,76901,44.6
2001,51630,0,1,8102,10406,786,16960,150,19279,2.09,30.3,47148,23375,8430,9104,961,24453,35.9,29059,11669,8971,828,34162,35.5
2001,51650,0,1,53887,53535,3424,133969,823,146437,2.49,34,46110,139046,81442,37264,5950,27144,40.5,135169,76277,37687,5298,30530,39.1
2001,51700,0,6,69686,79139,4431,174317,1381,180150,2.5,32,42520,181822,93031,48253,5566,26002,38.4,179582,84188,66544,7475,31071,38.3
2001,51710,0,0,86210,112653,8206,211114,2587,234403,2.45,29.6,36891,242143,107547,75713,9934,23249,34.2,244300,96165,82073,8744,27093,33.3
2001,51740,0,0,38170,39443,3435,95751,247,100565,2.51,34.5,39577,96785,57222,22831,3690,24218,38.8,94961,50441,30801,4229,28402,38.6
2001,51760,0,2,84549,96732,7733,186554,1389,197790,2.21,33.9,38348,201828,85151,68709,13827,21214,37.1,229233,95073,86818,9925,28458,35.9
2001,51800,0,2,23283,17105,1421,62698,64,63677,2.69,36,47342,82544,60503,14467,2278,31432,42.5,91383,63168,20067,2791,38427,42.4
2001,51810,1,13,154455,134980,7822,417574,4481,425257,2.7,32.7,53242,435996,287053,79952,12255,32370,39.7,450882,290818,100634,13283,39356,40
2001,53011,0,5,127208,105252,6822,342194,3007,345238,2.69,34.2,54016,414816,283587,78438,9558,29752,41.9,481950,324540,106001,7839,37704,42.3
2001,53033,1,51,710916,594585,31321,1699415,64538,1737034,2.39,35.7,66035,1879189,1182909,402046,53587,35324,40.6,2225064,1324258,576474,52283,47817,39.9
2001,53035,0,1,86416,68742,6228,224744,2486,231969,2.6,35.8,53878,247336,169658,43738,9584,30026,42.6,268945,181265,52894,7972,38761,40
2001,53045,0,1,18912,10248,6603,47074,89,49405,2.49,40.3,44246,59287,44772,8830,9719,24301,44.8,65326,48775,11925,8542,29926,43.3
2001,53053,0,12,260800,230693,16260,679310,12993,700820,2.6,34.1,52098,782681,491800,157767,24870,30281,41,891862,568757,209838,20347,38012,40.2
2001,53061,0,13,224852,173057,11353,596912,9748,606024,2.65,34.7,60726,694219,483554,118815,17230,33372,41.9,811572,553638,176559,15275,41898,42
2001,53067,0,4,81625,62012,5027,203957,2896,207355,2.5,36.5,55027,243563,165573,44433,6260,32125,42.4,284698,190173,58710,5712,38156,41.8
2001,55079,0,8,377729,401694,22364,916054,10451,940164,2.43,33.7,47175,937616,515434,259787,36231,24957,39.2,949180,480201,338547,35607,30767,38.9
2001,55089,0,1,30857,14899,1177,80558,169,82317,2.61,38.9,72547,85945,70073,9533,2132,34184,45.8,89179,69000,13301,1557,41139,46.1
2001,55131,0,0,43842,22743,1966,116195,184,117493,2.65,36.6,63542,130206,104531,15712,2487,31952,43.4,135529,108107,18870,2368,40522,44.9
2001,55133,0,5,135229,64193,5080,355014,1440,360767,2.63,38.1,71773,386130,313435,43788,7956,35732,44.6,402637,320991,53735,6923,42100,44.7
2002,01003,0,0,55336,25946,18949,138141,142,140415,2.5,39,47028,175791,132421,22247,31617,24896,43,218289,168696,35831,32700,30558,43.7
2002,01073,0,12,263265,196390,24897,645934,2913,662047,2.45,36,45951,656912,438205,125688,39742,24572,41.3,658615,420055,155084,45024,30328,41.1
2002,01081,0,1,45702,36246,4627,110625,976,115092,2.42,27.5,46781,135010,86863,23476,6523,20997,37.2,163461,104496,35759,9525,26380,38.6
